data,visite_sito,visualizzazioni_pagina,durata_media_sessione,frequenza_rimbalzo,click_annunci,spesa_ads,email_inviate,aperture_email,click_email,ordini,valore_totale_ordini,utenti_nuovi,churn_rate,tasso_conversione,segmento_dominante
2023-01-01,3479,5373,137.2927522234874,47.870356104470005,192,102.51463649691782,1010,318,81,49,4118.204725920103,39,2.8389829184843487,1.0633548315540755,B
2023-01-02,3541,5421,126.20666681819277,51.99797322572897,223,124.04246316761882,990,305,82,38,6630.208949910992,37,2.0536429330482893,1.1819015522848828,C
2023-01-03,3432,5467,137.51309220573552,38.28936125757443,207,122.57146444830835,1015,314,89,44,3887.0802621257553,35,1.8532842988433438,1.169369951431792,B
2023-01-04,3517,5530,146.30949284688302,38.17087922292281,185,123.733547776497,979,319,88,50,3739.408885453904,39,1.8002876095069915,1.8854205443498118,C
2023-01-05,3565,5405,137.90510670923575,44.255153451163515,199,84.72357922334795,953,330,75,36,4090.6675711242415,49,1.243360265421114,1.998015050174724,A
2023-01-06,3439,5630,105.88867885801861,47.51392213447597,205,140.07886856535055,1000,323,92,46,3805.817128551177,37,1.3477255502079453,1.6254689676206513,A
2023-01-07,3466,5522,167.94132393774265,53.98180411463482,193,125.99068795597495,976,300,58,44,4098.1831261643865,37,2.6424583924375415,1.6350154172462719,D
2023-01-08,3489,5421,175.49750082557443,48.53039456907566,187,138.32635703664997,985,305,64,41,5029.557828893136,39,1.7630585651071404,1.2258934991441806,D
2023-01-09,3519,5478,163.03043982679011,43.786593615939836,187,72.6809455602487,985,303,85,43,3900.361216250861,42,2.011033850468432,1.9841985460712848,D
2023-01-10,3463,5472,127.24628659150366,39.86815396167054,197,127.78727146994474,1047,299,81,52,3069.831648537791,32,0.9778347618994627,1.4803088763075984,C
2023-01-11,3493,5459,145.97016932104964,51.15000286359575,198,90.30586900206183,996,334,79,48,3870.684964417111,35,1.3409539821022471,1.6559330793349218,C
2023-01-12,3444,5487,149.86957369541085,40.176472871246425,220,110.06691868621596,1043,318,82,46,3628.4785748720715,36,2.3049062599373764,1.3683425183687137,B
2023-01-13,3516,5530,161.9758877912382,53.14234277386161,201,133.3591224659096,1067,325,73,49,5139.119149797481,33,2.188855880056917,1.3195902238017168,A
2023-01-14,3518,5525,163.36680977436163,43.57807675196745,195,122.27734015639783,985,321,82,39,4936.895251790056,33,2.8766875993621577,1.898912677878835,A
2023-01-15,3466,5413,135.3165240244301,52.95291036308925,207,98.71150050551702,1004,352,91,45,4086.020000344639,33,2.6714781658156133,1.561917103921492,A
2023-01-16,3532,5565,151.6399111282712,48.394656450296395,228,120.15682890461046,994,324,99,41,2977.0113161445947,38,1.8846445137575885,1.8354126383211145,D
2023-01-17,3420,5346,159.14560809230483,44.31502255278771,193,81.71161711890892,1022,308,84,41,3019.2861892480432,40,2.2364767823566356,1.4765984515235133,A
